"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,        1425,      -1.353837543,       2.008935466,       1.605699577,       5.302785665
          0,           0,        1426,      -1.701558975,       1.658313855,       1.259017943,       4.967637451
          0,           0,        1427,      -1.961987547,       1.397314273,      0.9561278179,       4.705463996
          0,           0,        1428,       -2.18040039,       1.190116468,      0.7727016575,       4.499350971
          0,           0,        1429,      -2.300217714,       1.056927258,      0.6179726818,       4.361299153
          0,           0,        1430,      -2.370430956,      0.9810765922,      0.5265336495,       4.280506426
          0,           0,        1431,      -2.402820722,      0.9436536229,      0.4845556178,       4.237375857
          0,           0,        1432,      -2.387017326,      0.9502491973,      0.4866972146,       4.236989046
          0,           0,        1433,      -2.332239195,      0.9954071616,      0.5377686912,       4.274916847
          0,           0,        1434,      -2.254504694,       1.065433177,      0.6349967561,       4.337673441
          0,           0,        1435,      -2.157316271,        1.15590528,      0.7684767067,       4.421275515
          0,           0,        1436,      -2.038306479,       1.269641738,      0.9246370414,       4.528472814
          0,           0,        1437,      -1.895346911,       1.407385437,        1.09615823,       4.662244577
          0,           0,        1438,      -1.739223173,       1.561586157,       1.270104423,       4.812547741
          0,           0,        1439,      -1.566776741,       1.730042654,       1.452136464,       4.981388284
          0,           0,        1440,      -1.397855138,       1.901022994,       1.626689328,       5.148889263
          0,           0,        1441,      -1.211599759,       2.081662457,        1.81415658,       5.333887691
          0,           0,        1442,      -1.046613024,       2.254016852,       1.982378666,       5.499427993
          0,           0,        1443,     -0.8492188666,       2.439127057,        2.17608258,       5.696336435
          0,           0,        1444,     -0.7017162958,        2.60557088,       2.333453471,       5.845545198
          0,           0,        1445,     -0.7064965923,       2.582133352,       2.326300826,       5.854516686
          0,           0,        1446,     -0.6180102166,        2.68842946,       2.417988627,        5.94057135
          0,           0,        1447,     -0.6364204414,       2.659487089,       2.350806933,       5.937668498
          0,           0,        1448,     -0.7726537627,       2.550312249,       2.187770221,       5.811360819
          0,           0,        1449,      -1.124587709,       2.213915784,       1.718699207,       5.489043433
          0,           0,        1450,      -1.383771789,       1.973370286,       1.448317547,       5.249444261
          0,           0,        1451,      -1.538019249,       1.818866161,       1.305780088,       5.095463004
          0,           0,        1452,      -1.631866611,       1.723198368,       1.233097953,       4.996214985
          0,           0,        1453,      -1.668680979,       1.680533981,       1.213194169,       4.949402369
          0,           0,        1454,      -1.664860822,       1.678194211,       1.230512539,       4.942555491
          0,           0,        1455,       -1.63270917,       1.703398986,       1.278136204,       4.964214623
          0,           0,        1456,      -1.584164126,       1.746591577,       1.343089452,       5.003646145
          0,           0,        1457,      -1.530564904,       1.794487505,       1.416105193,       5.049178302
          0,           0,        1458,      -1.474486117,       1.847756693,       1.492349576,       5.098900412
          0,           0,        1459,      -1.410016683,        1.90654464,       1.581549462,       5.156398638
          0,           0,        1460,      -1.342588387,       1.973045603,       1.673559874,        5.21826229
          0,           0,        1461,      -1.256967368,       2.050405756,       1.785224671,       5.296849179
          0,           0,        1462,      -1.168764893,       2.141017529,       1.895380916,       5.380376809
          0,           0,        1463,      -1.075862425,       2.223704168,       1.993011134,         5.4711652
          0,           0,        1464,      -1.056100665,        2.25685125,       1.999863916,       5.498085987
          0,           0,        1465,        -1.2031649,       2.093323759,       1.858389742,       5.334628642
          0,           0,        1466,      -1.391881578,        1.89447122,       1.668949142,       5.136820736
          0,           0,        1467,      -1.641464677,       1.654033444,       1.416175497,       4.898714118
          0,           0,        1468,      -1.863569397,        1.45931272,       1.076035849,       4.730918014
          0,           0,        1469,      -2.014729552,       1.301622841,      0.7105191244,        4.59159857
          0,           0,        1470,      -2.278441496,       1.063543326,      0.4892749285,       4.357360173
          0,           0,        1471,      -2.468809876,      0.8975653092,      0.3313936184,        4.19443344
          0,           0,        1472,      -2.599775524,      0.7693538228,      0.2251878837,       4.065504063
          0,           0,        1473,      -2.673789841,      0.6887807211,      0.1556745572,        3.98014713
          0,           0,        1474,      -2.704541432,      0.6498806729,       0.106822475,       3.936627029
          0,           0,        1475,      -2.705385945,       0.643205134,     0.08762638403,       3.926245894
          0,           0,        1476,      -2.680965946,      0.6625955878,      0.1028243801,       3.942212599
          0,           0,        1477,      -2.648120437,      0.6901146632,      0.1454328397,       3.966217117
          0,           0,        1478,      -2.604316552,      0.7278206043,      0.2200533129,       3.999774831
          0,           0,        1479,      -2.540241024,      0.7843910854,      0.3341013199,       4.051242149
          0,           0,        1480,      -2.446444432,       0.869516722,      0.4816958155,       4.130794303
          0,           0,        1481,      -2.321093805,      0.9873306469,       0.647967438,       4.243392701
          0,           0,        1482,      -2.169303305,       1.133061169,      0.8250378754,       4.386105038
          0,           0,        1483,      -2.004442436,       1.295353315,       1.003792371,       4.545916449
          0,           0,        1484,      -1.827946611,        1.46890895,       1.187333553,        4.71967593
          0,           0,        1485,      -1.653227052,       1.644570975,       1.366273713,       4.893362905
          0,           0,        1486,      -1.468362298,       1.826171883,       1.552657076,       5.077386468
          0,           0,        1487,      -1.295868862,       2.002682876,       1.727412109,       5.250091635
          0,           0,        1488,      -1.104102679,       2.187838264,       1.918652232,       5.441384317
          0,           0,        1489,     -0.9415591224,       2.360404394,       2.084429343,        5.60497069
          0,           0,        1490,     -0.7384919405,       2.547472678,       2.281990516,       5.807869923
          0,           0,        1491,     -0.5994223227,        2.71188806,       2.438195258,       5.948978069
          0,           0,        1492,     -0.7515979973,        2.55304348,       2.268584731,       5.823592885
          0,           0,        1493,     -0.7255811692,       2.586939021,       2.338331344,       5.847594028
          0,           0,        1494,        -0.6204929,        2.68108591,       2.432270288,       5.952990484
          0,           0,        1495,     -0.5259149918,       2.784492787,       2.540455328,       6.039775196
          0,           0,        1496,     -0.6350976068,       2.667239252,       2.436762721,       5.948448226
          0,           0,        1497,     -0.7249169227,        2.57263134,       2.365283203,       5.842284786
          0,           0,        1498,     -0.8629450459,       2.436762394,       2.231327047,       5.693924175
          0,           0,        1499,      -1.035385472,       2.278059046,       2.010854931,       5.530596732
          0,           0,        1500,      -1.165383159,       2.151227037,       1.703564545,       5.420886053
          0,           0,        1501,      -1.322498291,        1.98467024,       1.355577535,       5.270709728
          0,           0,        1502,      -1.560079914,       1.773555534,        1.16872564,       5.064152441
          0,           0,        1503,       -1.75955659,       1.603407341,       1.018424199,       4.897355483
          0,           0,        1504,      -1.893425048,       1.471934183,      0.9202828172,       4.767808677
          0,           0,        1505,      -1.975693447,       1.385023059,       0.852916653,       4.677758554
          0,           0,        1506,      -2.002847226,       1.348474342,      0.8026156212,       4.636999248
          0,           0,        1507,      -1.998604002,       1.347318491,      0.7746398417,       4.632696512
          0,           0,        1508,      -1.979054106,       1.364862474,       0.770311336,       4.647736121
          0,           0,        1509,      -1.958611338,       1.383817904,      0.7793725921,       4.664435511
          0,           0,        1510,      -1.938760499,       1.401628164,      0.8009307029,       4.679952511
          0,           0,        1511,      -1.915445819,       1.421866473,      0.8482306349,       4.697516662
          0,           0,        1512,      -1.879039081,       1.453485561,      0.9351238799,        4.72531454
          0,           0,        1513,      -1.814454837,       1.509763993,       1.065329261,       4.776531968
          0,           0,        1514,      -1.716202447,       1.599302647,       1.220846939,       4.859515173
          0,           0,        1515,      -1.579755241,       1.726093769,       1.396618265,       4.982540648
          0,           0,        1516,      -1.427603959,       1.875645695,       1.570600225,        5.12679633
          0,           0,        1517,      -1.249628196,       2.046373989,       1.759337026,       5.299831989
          0,           0,        1518,      -1.086260391,       2.215146211,       1.930038785,       5.461901551
          0,           0,        1519,     -0.8909259169,       2.398888819,       2.125398781,        5.65587532
          0,           0,        1520,     -0.7411756249,       2.565352569,       2.284787685,       5.806807606
          0,           0,        1521,     -0.6641828312,       2.619728553,       2.366108846,       5.889281287
          0,           0,        1522,     -0.5428900922,       2.768459381,       2.510469053,       6.009349289
          0,           0,        1523,     -0.6843491462,       2.626435257,        2.27011525,       5.899739987
          0,           0,        1524,     -0.6829921327,       2.632583666,       2.287999549,       5.896770204
          0,           0,        1525,     -0.7032358903,       2.608382835,       2.325056166,       5.884064633
          0,           0,        1526,     -0.6745503688,       2.639441532,       2.371742917,       5.908205875
          0,           0,        1527,     -0.5919981106,       2.711885873,       2.448270685,       5.988092059
          0,           0,        1528,     -0.5106402932,       2.799999526,       2.542406683,       6.061017939
          0,           0,        1529,     -0.5812723192,       2.714932681,       2.534447614,       5.992035044
          0,           0,        1530,     -0.4983993175,       2.813731422,       2.631744521,       6.067878086
          0,           0,        1531,     -0.6134413443,       2.708581849,       2.425621206,       5.992573654
          0,           0,        1532,     -0.6005429949,       2.720078317,       2.451600421,       5.996888557
          0,           0,        1533,     -0.5295941827,        2.78115057,       2.525797157,       6.062368983
          0,           0,        1534,     -0.4630948303,       2.855189969,       2.600906065,       6.117561914
          0,           0,        1535,     -0.5414085288,       2.773486274,       2.604880079,        6.05015536
          0,           0,        1536,     -0.4794941077,        2.83784802,        2.69793845,       6.096672095
          0,           0,        1537,     -0.5359460719,       2.791787733,       2.548981371,       6.071570857
          0,           0,        1538,     -0.5147597658,       2.812171251,       2.574327913,       6.085588265
          0,           0,        1539,     -0.4816980415,       2.833489973,        2.62205029,       6.112121188
          0,           0,        1540,     -0.4392072255,       2.878757117,       2.679134271,       6.145337424
          0,           0,        1541,     -0.4781499845,       2.833689079,        2.65986597,       6.116209048
          0,           0,        1542,     -0.4360465419,       2.877554555,       2.727408141,       6.146309682
          0,           0,        1543,     -0.4879241175,       2.832887496,       2.640671903,       6.115408384
          0,           0,        1544,     -0.4553162195,       2.868102154,       2.671427126,       6.139166829
          0,           0,        1545,     -0.4778663164,       2.840022439,       2.691863486,        6.12169434
          0,           0,        1546,     -0.4317203105,       2.880744475,       2.757068473,       6.154558865
          0,           0,        1547,     -0.4476455882,       2.873346658,       2.669562206,       6.156842759
          0,           0,        1548,     -0.4075484463,       2.914483744,        2.70452818,        6.18711678
          0,           0,        1549,     -0.4640154305,       2.852802338,       2.704309185,       6.130456189
          0,           0,        1550,     -0.4048196959,       2.912769432,       2.763686778,       6.178724467
          0,           0,        1551,     -0.3857613545,       2.928731889,       2.749042988,       6.200045044
          0,           0,        1552,     -0.3609854772,       2.963446519,       2.732805853,       6.225644555
          0,           0,        1553,      -0.363754788,       2.944916785,       2.746754887,       6.214021789
          0,           0,        1554,     -0.3549256838,       2.977991693,        2.73900078,       6.230325225
          0,           0,        1555,     -0.3493763072,       2.965201353,       2.735264772,       6.235663239
          0,           0,        1556,     -0.3980268188,       2.937428985,       2.675837151,        6.19872058
          0,           0,        1557,     -0.4386806063,       2.872845265,       2.675949851,       6.143218242
          0,           0,        1558,     -0.6255852229,       2.705937941,       2.431809419,       5.975854229
          0,           0,        1559,      -0.996496865,       2.353153071,       1.971074636,       5.637490137
          0,           0,        1560,      -1.403630563,       1.955304209,       1.497289213,        5.25741778
          0,           0,        1561,       -1.65351737,       1.708197081,       1.244088763,       5.018212081
          0,           0,        1562,      -1.868951358,       1.499562496,        1.06423044,       4.804190523
          0,           0,        1563,      -2.009987026,       1.352754412,      0.9397869049,        4.65771141
          0,           0,        1564,      -2.106299343,       1.245696783,      0.8200775299,       4.545444569
          0,           0,        1565,      -2.167543525,       1.181304576,      0.7190172022,       4.475707462
          0,           0,        1566,      -2.201204636,       1.147250147,      0.6477928933,       4.437081539
          0,           0,        1567,      -2.201294326,       1.143697245,      0.6132400844,       4.429422315
          0,           0,        1568,      -2.175530571,       1.165068744,      0.6096916664,       4.447180728
          0,           0,        1569,      -2.140808325,        1.19639211,      0.6265077545,       4.475482823
          0,           0,        1570,      -2.106094942,       1.228806998,      0.6622775528,       4.505115428
          0,           0,        1571,      -2.066491426,       1.265635701,      0.7291258159,       4.539058102
          0,           0,        1572,       -2.01412926,       1.313517167,      0.8337450266,       4.583109202
          0,           0,        1573,      -1.936879234,       1.383095912,      0.9732570654,       4.648094264
          0,           0,        1574,      -1.830067659,       1.481937836,       1.131614829,       4.741151396
          0,           0,        1575,      -1.690985878,       1.612660772,       1.304274892,       4.868468679
          0,           0,        1576,      -1.537763003,       1.763430508,       1.476038394,       5.014649442
          0,           0,        1577,      -1.363887318,        1.93159301,       1.658401896,       5.184274615
          0,           0,        1578,      -1.199651186,       2.099791329,       1.828264556,       5.347184821
          0,           0,        1579,      -1.010756109,        2.28013407,       2.017093176,       5.534866906
          0,           0,        1580,     -0.8552859961,       2.447782227,        2.17746336,       5.691165671
          0,           0,        1581,     -0.6523144498,       2.630962957,        2.37151273,       5.894333338
          0,           0,        1582,      -0.526289528,       2.787927383,       2.520884223,       6.022183908
          0,           0,        1583,     -0.6797640733,       2.630521524,       2.248286585,       5.896317179
          0,           0,        1584,     -0.7177147588,       2.598805659,       2.209165755,       5.858641479
          0,           0,        1585,     -0.7149898236,       2.598700912,       2.218950084,       5.866247735
          0,           0,        1586,     -0.7175014339,        2.59822632,       2.233063312,       5.859367498
          0,           0,        1587,     -0.7019845344,       2.610093738,       2.266090679,        5.87293986
          0,           0,        1588,     -0.6721523381,       2.633844781,       2.310012989,       5.892489703
          0,           0,        1589,     -0.6312378534,       2.682012041,        2.37537716,       5.928481248
          0,           0,        1590,     -0.6199741175,       2.673975944,       2.404784074,       5.935121838
          0,           0,        1591,     -0.5913748769,       2.719876309,       2.435389595,       5.966455976
          0,           0,        1592,     -0.7071664535,       2.576331659,       2.340659293,       5.858476654
          0,           0,        1593,     -0.8632516813,       2.438919746,       2.120687548,       5.715242153
          0,           0,        1594,     -0.9556810799,       2.350851696,       2.065696268,       5.623047989
          0,           0,        1595,     -0.9840720569,       2.325868082,       2.050265194,       5.589695478
          0,           0,        1596,     -0.9040606817,       2.393199386,       2.146055678,       5.652738501
          0,           0,        1597,     -0.8082352413,       2.498286213,       2.237463203,        5.74862746
          0,           0,        1598,     -0.6042574939,       2.685291639,       2.436073256,       5.942810002
          0,           0,        1599,     -0.4977407373,       2.810384109,       2.507101368,       6.056517157
          0,           0,        1600,     -0.6828612021,       2.604972236,       2.451563637,       5.868908279
          0,           0,        1601,     -0.8114911411,        2.47682709,       2.300623146,       5.750193096
          0,           0,        1602,     -0.9339669168,       2.357579072,       2.124885775,        5.63603197
          0,           0,        1603,      -1.079250977,       2.218104784,       1.944262912,       5.488736014
          0,           0,        1604,      -1.263392449,       2.046656548,       1.738360292,       5.317102534
          0,           0,        1605,       -1.44622904,       1.878575942,       1.492499815,       5.163774906
          0,           0,        1606,      -1.653781208,       1.684895809,       1.213330952,       4.985460932
          0,           0,        1607,      -1.844878388,       1.516159244,       1.004740927,       4.820178339
          0,           0,        1608,       -1.98507639,       1.388893209,      0.8815466914,       4.692968921
          0,           0,        1609,       -2.05676305,       1.305600967,      0.8125213529,       4.607273973
          0,           0,        1610,      -2.076211733,       1.273861792,      0.7658111509,       4.569527727
          0,           0,        1611,      -2.060656923,       1.280498487,      0.7454716425,       4.570191144
          0,           0,        1612,      -2.026874459,       1.308758548,      0.7442378596,       4.593974923
          0,           0,        1613,      -1.995395901,        1.33761158,      0.7506391146,       4.619944525
          0,           0,        1614,      -1.972575105,       1.360030944,      0.7605183252,       4.640290745
          0,           0,        1615,      -1.956307005,       1.376798528,      0.7798690642,        4.65552162
          0,           0,        1616,      -1.943577561,       1.389792135,      0.8169200815,       4.666833715
          0,           0,        1617,      -1.927629372,       1.404390115,      0.8822590801,       4.679224444
          0,           0,        1618,      -1.898374801,       1.429354605,      0.9798203774,       4.700417448
          0,           0,        1619,      -1.841151334,       1.477991713,       1.107772463,       4.743901461
          0,           0,        1620,      -1.749219337,       1.560955596,       1.253368195,       4.819844222
          0,           0,        1621,      -1.619211063,       1.681533288,       1.414409412,       4.936347574
          0,           0,        1622,      -1.471931759,       1.826874072,       1.576267892,       5.076229152
          0,           0,        1623,      -1.301023007,       1.991687536,       1.750415276,       5.243164781
          0,           0,        1624,      -1.140468077,       2.157710126,       1.913097211,       5.403115393
          0,           0,        1625,     -0.9526860819,       2.335749585,       2.095990554,       5.590182678
          0,           0,        1626,     -0.8018279434,       2.501281527,       2.250723876,       5.742501535
          0,           0,        1627,      -0.604816055,        2.67553265,       2.429855018,       5.940962613
          0,           0,        1628,     -0.5441681724,       2.771048919,       2.523682257,        6.00560395
          0,           0,        1629,     -0.6870330309,       2.620644801,       2.289220982,       5.894903095
          0,           0,        1630,     -0.6831534567,       2.627981278,       2.320815183,       5.891909172
          0,           0,        1631,     -0.7029303587,       2.604495743,       2.376547974,       5.877074084
          0,           0,        1632,     -0.6831444639,       2.622547038,       2.431034952,       5.887445256
          0,           0,        1633,     -0.6314816364,       2.669303038,       2.515661792,       5.937920353
          0,           0,        1634,     -0.5743134234,       2.716861335,       2.592665806,       5.977975377
          0,           0,        1635,     -0.5282598971,       2.767890379,       2.693237149,        6.02525087
          0,           0,        1636,     -0.4299765428,       2.843189749,       2.757536724,       6.103202254
          0,           0,        1637,     -0.4229108115,       2.864328799,       2.807481925,       6.125879398
          0,           0,        1638,       -0.36626756,       2.901475805,       2.768580682,       6.179395939
          0,           0,        1639,      -0.387696899,       2.902443184,        2.75706291,       6.169529443
          0,           0,        1640,       -0.34468781,       2.919508856,       2.806996225,       6.202127787
          0,           0,        1641,     -0.3513036536,       2.926657274,       2.826599429,       6.202297019
          0,           0,        1642,     -0.2965739092,       2.974991634,       2.839036496,       6.257000525
          0,           0,        1643,     -0.3001490192,       2.983839809,       2.836715498,       6.260752792
          0,           0,        1644,     -0.2505329677,       3.027320767,        2.88438949,       6.305596492
          0,           0,        1645,     -0.3197408236,       2.957467529,       2.845210259,       6.240523953
          0,           0,        1646,     -0.2927640461,       2.974629393,       2.858375363,       6.265416594
          0,           0,        1647,     -0.3229526755,       2.957795988,       2.848874855,       6.242401458
          0,           0,        1648,     -0.2768925474,       2.990620083,       2.889838889,       6.282421798
          0,           0,        1649,     -0.2843649003,       2.995922603,       2.895958453,       6.279596735
          0,           0,        1650,     -0.2433247851,       3.031458122,       2.919419617,       6.318716252
          0,           0,        1651,     -0.2532754403,       3.032547868,       2.912699724,       6.314839601
          0,           0,        1652,     -0.2154865701,       3.062976187,       2.948709715,       6.347537664
          0,           0,        1653,     -0.2678272937,       3.015462406,       2.911004827,       6.302116813
          0,           0,        1654,     -0.2493809136,       3.025037638,       2.928466213,       6.318010706
          0,           0,        1655,     -0.2766407096,       3.010040018,       2.917752932,       6.297282159
          0,           0,        1656,     -0.2395684189,       3.035241595,       2.949280197,       6.328418191
          0,           0,        1657,     -0.2480695701,       3.037329194,       2.950022817,       6.323821548
          0,           0,        1658,     -0.2074959666,       3.074031937,       2.972615071,       6.361590356
          0,           0,        1659,     -0.2490245015,       3.040028006,       2.949968214,       6.324919296
          0,           0,        1660,     -0.2262771644,       3.049059385,       2.977256955,       6.342759545
          0,           0,        1661,     -0.2376991084,       3.047306006,       2.970477874,         6.3349537
          0,           0,        1662,     -0.2030511223,       3.078305803,       2.989500143,       6.366765313
          0,           0,        1663,       -0.24672009,       3.042478649,       2.963687178,       6.329616127
          0,           0,        1664,     -0.2224174041,       3.054142225,       2.986479794,        6.34884037
          0,           0,        1665,      -0.233121447,       3.053364792,       2.984327468,       6.341128488
          0,           0,        1666,     -0.2205502522,       3.066512911,       2.970391567,       6.354318207
          0,           0,        1667,     -0.2840006014,        3.02375078,       2.873904986,        6.30694982
          0,           0,        1668,     -0.4286988775,       2.885471287,       2.650190847,       6.167100183
          0,           0,        1669,      -0.800335815,       2.534658648,       2.133506239,       5.822025787
          0,           0,        1670,      -1.351683964,       2.012983378,       1.612273754,       5.307392916
          0,           0,        1671,      -1.701083404,       1.658263404,       1.262114613,       4.968205089
          0,           0,        1672,      -1.961076964,        1.39811224,      0.9583577677,       4.707103307
          0,           0,        1673,      -2.177838988,       1.194220425,       0.778689253,       4.502345862
          0,           0,        1674,      -2.287543149,       1.070358493,      0.6310929826,       4.372913236
          0,           0,        1675,      -2.352648583,      0.9991272043,      0.5419682224,       4.296194223
          0,           0,        1676,      -2.380003845,      0.9656662562,      0.4998420329,       4.256768924
          0,           0,        1677,       -2.36282381,      0.9736281762,      0.5035362736,       4.258028727
          0,           0,        1678,       -2.30840904,        1.01902799,       0.557689156,       4.296571325
          0,           0,        1679,      -2.231840578,       1.088228826,      0.6582063529,       4.358836254
          0,           0,        1680,      -2.134830697,       1.178525404,      0.7942587134,       4.442563971
          0,           0,        1681,      -2.014612935,       1.293373069,      0.9518670596,       4.551165686
          0,           0,        1682,      -1.869805334,       1.432788487,       1.124303049,       4.687012294
          0,           0,        1683,      -1.712424996,       1.588331883,       1.298499029,       4.838846531
          0,           0,        1684,      -1.538781021,       1.757859581,        1.48096654,       5.009082629
          0,           0,        1685,      -1.369765194,        1.92920056,       1.655238701,        5.17683876
          0,           0,        1686,      -1.182642471,       2.110370456,       1.843244768,        5.36276115
          0,           0,        1687,      -1.018464897,       2.282502691,       2.010691415,       5.527594732
          0,           0,        1688,     -0.8199231252,       2.467864121,        2.20507733,       5.725714262
          0,           0,        1689,     -0.6744757847,       2.633765915,       2.361988168,       5.872967052
          0,           0,        1690,     -0.7344261598,        2.55809873,       2.301716776,       5.831806562
          0,           0,        1691,     -0.6352703241,       2.671861146,       2.426120027,       5.925492371
          0,           0,        1692,     -0.5691344643,       2.726091149,       2.465936172,       6.000991592
          0,           0,        1693,     -0.5012751823,       2.808658803,        2.53337206,       6.064238687
          0,           0,        1694,     -0.6353905608,       2.672179741,       2.411613095,       5.949526845
          0,           0,        1695,     -0.8093818018,       2.523383533,       2.213546184,       5.789649211
          0,           0,        1696,      -1.154089298,       2.193678946,       1.726154166,       5.468711231
          0,           0,        1697,      -1.392460335,        1.96910443,       1.464750825,       5.245338981
          0,           0,        1698,      -1.537773127,       1.822497898,       1.318147699,        5.09825351
          0,           0,        1699,      -1.620337449,       1.735954389,       1.238598395,       5.008132657
          0,           0,        1700,      -1.648105941,       1.701516119,       1.207893734,       4.969396226
          0,           0,        1701,      -1.635283684,       1.707389418,        1.21703519,       4.971773608
          0,           0,        1702,      -1.598605502,       1.738147983,       1.251636982,       4.999206516
          0,           0,        1703,      -1.542790782,       1.787573074,       1.311088971,       5.046743935
          0,           0,        1704,      -1.485924084,       1.841044335,       1.367776626,       5.097238739
          0,           0,        1705,      -1.413731015,       1.906748517,       1.446386321,       5.163332627
          0,           0,        1706,      -1.340862642,       1.978910635,       1.519224239,       5.231670433
          0,           0,        1707,      -1.264003846,       2.048809684,       1.595427654,       5.306884952
          0,           0,        1708,      -1.252126702,       2.065892871,       1.574572309,       5.322621027
          0,           0,        1709,      -1.393202666,       1.914358286,       1.551717328,       5.162875682
          0,           0,        1710,      -1.602310362,       1.701150872,       1.459500729,        4.93407561
          0,           0,        1711,      -1.887762015,       1.432936845,       1.257650567,       4.655659283
          0,           0,        1712,      -2.040463147,       1.284728659,      0.9348980777,       4.557412796
          0,           0,        1713,      -2.179371791,       1.128771581,      0.6075667108,       4.417881022
          0,           0,        1714,      -2.439145708,      0.9111935906,      0.3895024463,       4.202611901
          0,           0,        1715,      -2.622003263,       0.743672907,      0.2091063035,       4.039968848
          0,           0,        1716,      -2.740360687,      0.6299637431,     0.09013837168,       3.927871879
          0,           0,        1717,      -2.825812527,      0.5414059872,     0.02001050267,       3.835789757
          0,           0,        1718,      -2.847755748,      0.5077947968,    -0.02399647577,       3.795995196
          0,           0,        1719,      -2.830597602,      0.5155458818,    -0.03926879415,       3.798616181
          0,           0,        1720,      -2.795197517,      0.5458301637,    -0.02357448031,       3.824930093
          0,           0,        1721,      -2.758183903,      0.5793154149,     0.02051402075,       3.854917052
          0,           0,        1722,      -2.715381823,      0.6176356442,     0.09938411601,       3.889292111
          0,           0,        1723,      -2.654289189,      0.6716483623,       0.217595869,       3.938302914
          0,           0,        1724,       -2.56234243,      0.7544036181,       0.367344716,       4.015433206
          0,           0,        1725,      -2.437151166,      0.8712914402,      0.5345014753,       4.127156612
          0,           0,        1726,      -2.285320776,        1.01683996,      0.7112861977,       4.269681208
          0,           0,        1727,      -2.120060112,       1.179322525,      0.8899330192,        4.42992331
          0,           0,        1728,      -1.944409467,       1.352403699,        1.07236913,       4.603010283
          0,           0,        1729,      -1.769409642,       1.527975488,       1.251416757,       4.777001248
          0,           0,        1730,      -1.586391669,       1.708453799,       1.436101457,       4.959274284
          0,           0,        1731,      -1.412498895,       1.885366155,       1.612090198,       5.133244586
          0,           0,        1732,      -1.223618082,       2.069148753,       1.800536992,       5.321574707
          0,           0,        1733,       -1.05738234,       2.242923965,       1.969560961,       5.488668656
          0,           0,        1734,     -0.8594878051,        2.42887462,       2.163747398,       5.686187238
          0,           0,        1735,     -0.7112943811,       2.595671718,       2.321550517,       5.836094469
          0,           0,        1736,     -0.6983711512,       2.588805093,       2.334282224,       5.860754741
          0,           0,        1737,     -0.7899837789,       2.497290564,       2.268496719,       5.760401346
          0,           0,        1738,       -0.93475652,       2.359861107,       2.143718485,       5.612607258
          0,           0,        1739,      -1.112708798,       2.200696853,       1.929493388,       5.454573294
          0,           0,        1740,      -1.235574517,       2.080828489,       1.620496706,       5.355474905
          0,           0,        1741,      -1.395229196,       1.916373268,       1.302946118,       5.203347078
          0,           0,        1742,      -1.620245533,       1.723554207,       1.132341234,        5.01390617
          0,           0,        1743,      -1.798997596,        1.56683795,      0.9866661424,       4.861469289
          0,           0,        1744,      -1.920273283,       1.447339375,        0.89256786,       4.742963317
          0,           0,        1745,      -1.999770326,       1.363881082,      0.8245174061,       4.656708894
          0,           0,        1746,      -2.027367254,        1.32658334,      0.7743010469,       4.615183029
          0,           0,        1747,      -2.021178179,       1.326419042,      0.7487118744,       4.611673988
          0,           0,        1748,      -1.999820933,       1.345077155,      0.7495060179,       4.627640421
          0,           0,        1749,      -1.975971175,       1.366672991,      0.7688989053,       4.646612247
          0,           0,        1750,      -1.951086647,        1.38867532,         0.8087429,       4.665710879
          0,           0,        1751,       -1.91839059,       1.416919761,      0.8834946441,       4.690366956
          0,           0,        1752,      -1.865226196,       1.463165083,      0.9987237227,       4.731519888
          0,           0,        1753,      -1.776595972,       1.541389556,       1.149685669,       4.804101173
          0,           0,        1754,      -1.655111603,       1.654737028,       1.315267776,       4.910967981
          0,           0,        1755,      -1.499978159,       1.801336172,        1.49614785,       5.055614341
          0,           0,        1756,      -1.339486403,       1.961831271,       1.670186744,       5.211165883
          0,           0,        1757,      -1.154820451,       2.139152407,       1.860437793,       5.392695207
          0,           0,        1758,     -0.9928488996,       2.309081371,       2.028290491,       5.554559114
          0,           0,        1759,     -0.7931788478,       2.494450737,       2.225069536,       5.753445145
          0,           0,        1760,     -0.6501875618,        2.65921707,       2.382229459,       5.898082836
          0,           0,        1761,     -0.7573792084,       2.538731387,       2.283042504,       5.812751873
          0,           0,        1762,     -0.6747839685,       2.632293415,       2.395970622,       5.889607043
          0,           0,        1763,     -0.5286093759,       2.763436308,       2.505486056,       6.037511249
          0,           0,        1764,     -0.5204865617,       2.788877282,       2.499837961,        6.04665881
          0,           0,        1765,      -0.684476554,       2.624637541,       2.413660139,       5.904413561
          0,           0,        1766,     -0.6252006571,        2.68603982,       2.501278301,       5.951050054
          0,           0,        1767,      -0.544014137,       2.759091061,       2.541788254,       6.036863972
          0,           0,        1768,     -0.5145120606,       2.795834819,       2.572985064,       6.060911776
          0,           0,        1769,       -0.53256903,       2.780776396,        2.51092968,       6.066905631
          0,           0,        1770,     -0.4887781981,        2.82114495,       2.574252954,       6.094729299
          0,           0,        1771,     -0.4871685613,         2.8195264,       2.625465474,       6.099732063
          0,           0,        1772,     -0.4694579949,       2.842469001,       2.655422665,       6.109620884
          0,           0,        1773,     -0.4873248646,       2.831428794,       2.611707348,       6.116288887
          0,           0,        1774,     -0.4529146685,       2.858109685,       2.657873631,        6.13327179
